student_id,race_ethnicity,sex,appalachian_residency,generation,age_at_entry,total_students,graduation_time,graduated,grad_in_4,grad_in_6
7170,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7171,hispanic_latino,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7173,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7174,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7176,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7177,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7178,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7179,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7181,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7182,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7183,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7184,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7185,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7186,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7189,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7190,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7193,white,male,non_appalachian,gen_unknown,19,1,did_not_graduate,0,0,0
7194,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7195,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7196,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7197,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7198,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7199,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7200,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7202,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7203,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7204,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7205,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7206,nonresident_alien,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7207,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7208,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7209,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7210,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7212,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7213,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7214,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7215,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7216,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7217,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7218,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7219,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7220,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7221,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7224,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7225,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7226,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7227,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7228,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7230,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7231,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7232,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7233,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7235,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7236,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7237,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7238,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7239,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7240,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7241,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7242,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7243,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7246,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7247,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7249,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7250,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7251,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7252,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7253,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7254,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7255,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7256,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7257,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7258,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7259,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7260,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7261,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7262,nonresident_alien,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7264,nonresident_alien,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7265,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7267,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7268,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7269,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7270,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7271,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7272,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7273,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7274,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7275,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7276,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7277,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7278,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7279,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7280,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7281,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7282,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7283,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7284,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7285,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7287,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7288,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7289,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7291,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7293,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7294,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7295,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7296,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7297,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7298,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7299,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7300,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7301,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7302,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7303,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7305,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7306,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7307,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7308,white,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7310,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7311,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7313,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7316,two_or_more_races,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7317,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7318,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7320,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7321,race_unknown,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7323,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7324,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7325,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7326,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7327,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7328,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7329,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7330,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7331,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7332,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7333,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7335,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7336,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7338,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7339,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7341,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7342,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7343,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7344,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7345,black_african_american,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7346,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7347,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7348,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7349,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7350,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7351,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7352,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7354,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7355,black_african_american,female,non_appalachian,gen_unknown,17,1,did_not_graduate,0,0,0
7356,nonresident_alien,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7358,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7359,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7360,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7362,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7363,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7364,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7365,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7366,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7367,hispanic_latino,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7368,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7370,two_or_more_races,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7371,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7372,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7373,asian,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7374,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7375,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7376,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7377,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7378,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7379,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7380,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7381,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7382,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7383,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7384,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7385,white,female,non_appalachian,gen_unknown,17,1,did_not_graduate,0,0,0
7386,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7387,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7388,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7389,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7390,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7391,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7392,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7393,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7394,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7395,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7397,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7399,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7401,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7402,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7403,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7404,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7405,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7406,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7407,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7409,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7410,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7412,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7413,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7414,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7415,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7416,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7417,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
7418,two_or_more_races,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7419,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7420,white,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7422,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7423,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7424,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7425,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7426,black_african_american,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7427,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7428,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7429,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7430,hispanic_latino,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7431,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7432,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7433,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7434,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7435,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7436,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7437,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7438,white,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7439,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7440,hispanic_latino,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7441,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7442,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7443,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7445,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7449,two_or_more_races,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7451,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7452,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7458,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7460,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7462,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7463,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7464,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7465,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7466,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7469,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7470,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7471,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7473,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7474,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7475,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7476,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7477,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7478,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7479,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7480,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7481,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7482,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7483,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7484,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7485,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7487,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7488,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7489,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7491,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7494,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7496,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7498,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7499,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7500,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7501,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7502,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7503,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7504,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7506,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7507,white,male,non_appalachian,gen_unknown,19,1,did_not_graduate,0,0,0
7508,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7511,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7512,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7514,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7515,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7517,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7518,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7519,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7520,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7522,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7525,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7526,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7527,asian,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7529,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7533,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7534,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7535,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7536,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7537,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7538,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7539,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7541,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7542,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7543,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7544,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7545,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7547,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7548,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7549,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7550,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7551,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7553,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7554,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7555,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7556,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7557,hispanic_latino,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7558,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7559,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7560,black_african_american,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7561,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7562,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7563,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7564,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7565,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7567,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7568,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7569,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7570,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7571,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7572,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7573,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7574,black_african_american,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7575,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7576,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7578,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7579,asian,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7581,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7582,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7584,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7585,white,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
7587,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7589,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7590,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7591,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7592,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7593,two_or_more_races,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
7594,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7595,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7596,asian,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7597,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7598,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
7599,black_african_american,male,non_appalachian,gen_unknown,19,1,did_not_graduate,0,0,0
7600,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7601,white,male,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
7602,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7603,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
7604,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7605,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
7606,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
