StudentID	Race_Ethnicity	Sex	appalachian_residency	generation	pell_elligibility	age_at_entry	graduated
10488	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10489	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	0
10490	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10491	black_african_american	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10492	White	Female	appalachian	non_first_gen	non_pell_elligible	19	0
10493	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10494	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10495	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10496	White	Female	non_appalachian	first_gen	non_pell_elligible	19	0
10497	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10498	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10499	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10500	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10501	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10502	White	Female	appalachian	non_first_gen	non_pell_elligible	19	0
10503	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
10504	White	Male	appalachian	non_first_gen	non_pell_elligible	19	0
10505	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10506	White	Male	non_appalachian	non_first_gen	non_pell_elligible	17	1
10507	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10508	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10509	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10510	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
10511	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10512	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10513	White	Female	appalachian	first_gen	pell_elligible	18	1
10514	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10515	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10516	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10517	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10518	White	Female	non_appalachian	first_gen	pell_elligible	19	1
10519	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10520	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10521	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10522	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10523	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10524	White	Male	non_appalachian	gen_unknown	non_pell_elligible	19	1
10525	White	Female	appalachian	first_gen	non_pell_elligible	18	1
10526	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	1
10527	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
10528	White	Female	appalachian	non_first_gen	pell_elligible	18	1
10529	White	Female	non_appalachian	first_gen	pell_elligible	19	0
10530	White	Male	non_appalachian	first_gen	pell_elligible	21	0
10531	White	Female	appalachian	gen_unknown	non_pell_elligible	18	1
10532	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10533	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10534	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10535	two_or_more_races	Female	appalachian	first_gen	non_pell_elligible	18	0
10536	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10537	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10538	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10539	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10540	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10541	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10542	hispanic_latino	Female	non_appalachian	non_first_gen	non_pell_elligible	19	0
10543	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10544	White	Female	appalachian	first_gen	pell_elligible	18	0
10545	White	Male	non_appalachian	first_gen	pell_elligible	18	0
10546	White	Female	appalachian	first_gen	non_pell_elligible	18	1
10547	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10548	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10549	White	Female	appalachian	first_gen	non_pell_elligible	19	0
10550	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10551	White	Male	non_appalachian	first_gen	pell_elligible	19	0
10552	unknown_ethnicity	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10553	black_african_american	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10554	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10555	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10556	black_african_american	Female	non_appalachian	first_gen	pell_elligible	18	1
10557	White	Male	non_appalachian	first_gen	pell_elligible	18	1
10558	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10559	black_african_american	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10560	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10561	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10562	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10563	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10564	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10565	two_or_more_races	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10566	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10567	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10568	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10569	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10570	White	Male	non_appalachian	first_gen	pell_elligible	18	0
10571	White	Female	appalachian	non_first_gen	non_pell_elligible	19	0
10572	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10573	White	Male	appalachian	non_first_gen	non_pell_elligible	19	0
10574	White	Female	non_appalachian	non_first_gen	pell_elligible	19	0
10575	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10576	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10577	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10578	White	Female	appalachian	first_gen	pell_elligible	18	0
10579	unknown_ethnicity	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10580	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
10581	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
10582	White	Male	non_appalachian	gen_unknown	non_pell_elligible	19	0
10583	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10584	White	Female	non_appalachian	non_first_gen	pell_elligible	19	0
10585	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10586	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10587	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10588	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10589	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10590	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10591	nonresident_alien	Male	non_appalachian	gen_unknown	non_pell_elligible	19	0
10592	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10593	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10594	hispanic_latino	Female	non_appalachian	first_gen	pell_elligible	19	1
10595	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10596	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10597	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10598	White	Male	non_appalachian	first_gen	pell_elligible	18	0
10599	nonresident_alien	Female	non_appalachian	gen_unknown	non_pell_elligible	18	0
10600	White	Male	non_appalachian	first_gen	pell_elligible	19	1
10601	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10602	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10603	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10604	White	Female	non_appalachian	first_gen	pell_elligible	19	0
10605	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10606	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	1
10607	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10608	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10609	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10610	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10611	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10612	nonresident_alien	Female	non_appalachian	first_gen	non_pell_elligible	17	0
10613	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10614	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10615	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10616	White	Male	non_appalachian	gen_unknown	non_pell_elligible	19	1
10617	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	1
10618	White	Female	non_appalachian	gen_unknown	pell_elligible	19	1
10619	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
10620	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10621	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10622	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10623	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
10624	black_african_american	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10625	White	Female	appalachian	non_first_gen	pell_elligible	17	0
10626	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10627	White	Female	appalachian	first_gen	non_pell_elligible	18	1
10628	two_or_more_races	Male	appalachian	first_gen	pell_elligible	18	1
10629	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10630	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10631	hispanic_latino	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10632	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10633	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10634	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10635	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10636	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10637	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
10638	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10639	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10640	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10641	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10642	White	Female	appalachian	first_gen	non_pell_elligible	18	1
10643	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10644	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10645	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10646	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10647	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10648	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10649	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10650	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
10651	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10652	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10653	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
10654	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10655	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10656	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10657	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10658	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	1
10659	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10660	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10661	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10662	White	Female	non_appalachian	gen_unknown	non_pell_elligible	19	1
10663	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
10664	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10665	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10666	hispanic_latino	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10667	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10668	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10669	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10670	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
10671	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10672	black_african_american	Female	non_appalachian	first_gen	non_pell_elligible	17	1
10673	White	Female	appalachian	gen_unknown	non_pell_elligible	18	0
10674	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10675	White	Female	appalachian	first_gen	pell_elligible	18	1
10676	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	0
10677	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10678	White	Male	non_appalachian	gen_unknown	pell_elligible	18	1
10679	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10680	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	0
10681	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10682	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10683	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10684	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10685	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
10686	two_or_more_races	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10687	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
10688	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10689	White	Male	non_appalachian	gen_unknown	pell_elligible	18	0
10690	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10691	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10692	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10693	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
10694	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10695	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10696	black_african_american	Male	non_appalachian	first_gen	pell_elligible	18	1
10697	White	Female	appalachian	gen_unknown	non_pell_elligible	18	1
10698	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	0
10699	black_african_american	Female	appalachian	first_gen	pell_elligible	18	0
10700	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10701	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
10702	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10703	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10704	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10705	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10706	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10707	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10708	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10709	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10710	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10711	White	Male	appalachian	first_gen	non_pell_elligible	18	1
10712	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10713	White	Female	non_appalachian	first_gen	pell_elligible	19	0
10714	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10715	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10716	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
10717	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10718	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10719	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10720	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10721	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10722	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10723	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10724	White	Female	appalachian	non_first_gen	pell_elligible	18	0
10725	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10726	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
10727	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10728	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10729	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10730	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10731	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10732	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10733	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10734	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10735	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10736	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10737	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10738	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10739	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10740	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10741	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10742	White	Female	non_appalachian	non_first_gen	pell_elligible	19	1
10743	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10744	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10745	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10746	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10747	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10748	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10749	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10750	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10751	White	Male	non_appalachian	first_gen	pell_elligible	18	1
10752	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10753	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10754	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10755	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10756	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10757	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10758	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10759	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10760	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10761	black_african_american	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10762	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10763	White	Male	appalachian	first_gen	pell_elligible	18	1
10764	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10765	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10766	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10767	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10768	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10769	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10770	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10771	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10772	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	1
10773	White	Male	non_appalachian	gen_unknown	non_pell_elligible	19	1
10774	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	1
10775	nonresident_alien	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
10776	White	Male	non_appalachian	gen_unknown	non_pell_elligible	17	1
10777	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10778	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10779	White	Male	non_appalachian	gen_unknown	non_pell_elligible	21	1
10780	White	Female	appalachian	non_first_gen	pell_elligible	18	0
10781	Asian	Female	appalachian	first_gen	non_pell_elligible	18	1
10782	nonresident_alien	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10783	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	0
10784	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
10785	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10786	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10787	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10788	black_african_american	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10789	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10790	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10791	White	Female	appalachian	non_first_gen	non_pell_elligible	19	1
10792	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10793	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10794	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10795	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10796	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10797	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	0
10798	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10799	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
10800	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10801	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10802	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10803	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10804	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
10805	White	Female	non_appalachian	non_first_gen	pell_elligible	19	1
10806	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10807	White	Male	non_appalachian	first_gen	pell_elligible	19	1
10808	hispanic_latino	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10809	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10810	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10811	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10812	unknown_ethnicity	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10813	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10814	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10815	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10816	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10817	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10818	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10819	White	Female	non_appalachian	non_first_gen	pell_elligible	17	0
10820	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10821	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
10822	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10823	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10824	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	0
10825	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10826	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10827	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10828	White	Female	non_appalachian	non_first_gen	pell_elligible	19	1
10829	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10830	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10831	White	Female	appalachian	first_gen	non_pell_elligible	18	0
10832	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10833	White	Female	non_appalachian	first_gen	pell_elligible	18	1
10834	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10835	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10836	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
10837	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10838	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10839	two_or_more_races	Male	appalachian	first_gen	pell_elligible	19	0
10840	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10841	White	Female	appalachian	gen_unknown	non_pell_elligible	18	0
10842	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10843	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10844	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10845	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10846	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10847	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10848	White	Female	appalachian	first_gen	pell_elligible	18	1
10849	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10850	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10851	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
10852	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10853	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
10854	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
10855	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10856	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
10857	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10858	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
10859	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10860	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
10861	two_or_more_races	Female	non_appalachian	first_gen	non_pell_elligible	18	0
10862	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10863	White	Male	non_appalachian	first_gen	pell_elligible	18	0
10864	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10865	White	Male	appalachian	non_first_gen	non_pell_elligible	19	0
10866	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	17	1
10867	White	Female	non_appalachian	first_gen	pell_elligible	18	0
10868	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10869	two_or_more_races	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10870	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
10871	White	Male	non_appalachian	non_first_gen	non_pell_elligible	17	0
10872	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10873	White	Male	non_appalachian	first_gen	pell_elligible	18	1
10874	White	Female	appalachian	first_gen	non_pell_elligible	17	1
10875	White	Female	appalachian	first_gen	pell_elligible	18	1
10876	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10877	White	Female	appalachian	first_gen	pell_elligible	18	0
10878	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
10879	White	Female	appalachian	first_gen	non_pell_elligible	18	1
10880	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10881	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10882	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
10883	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10884	White	Female	non_appalachian	gen_unknown	pell_elligible	18	1
10885	White	Female	appalachian	first_gen	pell_elligible	19	0
10886	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
10887	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
10888	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
10889	White	Female	appalachian	gen_unknown	non_pell_elligible	18	0
10890	White	Male	appalachian	gen_unknown	non_pell_elligible	18	0
10891	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
10892	hispanic_latino	Female	appalachian	first_gen	pell_elligible	19	1
10893	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
